timestamp,speed,accel,brake,turn_angle,steering_var,lateral_accel,jerk,road_type,weather,night,style_label,hard_brake,aggressive_accel,sharp_turn,speeding
2025-11-15T21:37:16.597905,70.60230209941027,1.8316210562426432,0.12691668422626529,6.809284054001675,0.4757017612063297,-0.13373560752390642,0.3285645629030041,highway,clear,1,aggressive,0,1,0,0
2025-11-15T21:37:17.597905,77.51933032686775,0.9955159735215234,0.04087350542463132,13.416765865616595,0.4812957439545965,0.21737141876005406,0.5380911251619958,rural,rain,0,normal,0,0,0,0
2025-11-15T21:37:18.597905,60.09463674869312,0.316851135198614,0.16195816381051695,1.979146075302805,0.5854644017462929,0.11371259496120548,-0.11246074274522097,city,fog,0,normal,0,0,0,0
2025-11-15T21:37:19.597905,52.36796215317591,-0.07582727027014091,0.127496720250877,0.3004802459825777,0.27455693865602715,0.26270344347393393,-0.14617286328679105,highway,rain,0,calm,0,0,0,0
2025-11-15T21:37:20.597905,72.2745993460413,1.253571377141214,0.0,6.107803151193825,0.6819179559738965,0.2563645743554621,-0.14739014217561638,city,clear,0,normal,0,0,0,0
2025-11-15T21:37:21.597905,80.19315080373585,1.9175532524935182,0.4742461683082965,6.502957102075259,0.7425137466478829,-0.03600494431569817,0.14645073943220072,highway,rain,0,aggressive,0,1,0,0
2025-11-15T21:37:22.597905,72.93072473298682,0.24282429098681607,0.3738929413373708,7.842997525470725,0.33391244804185394,0.23131072172676595,-0.09493633404546428,rural,fog,1,normal,0,0,0,0
2025-11-15T21:37:23.597905,77.87084603742451,1.179297789503702,0.05151812179779475,10.780256775465931,0.7889466488555488,0.264412031998898,0.4793585965307895,highway,rain,1,normal,0,0,0,0
2025-11-15T21:37:24.597905,48.77305941998565,-0.02612084930724684,0.005524278518723835,0.10513829020737031,0.4460288034101271,0.16823039496332878,0.15533815986600383,city,clear,1,calm,0,0,0,0
2025-11-15T21:37:25.597905,112.40774873554035,1.5104015135023257,0.7633835192893292,3.4120590005722633,2.404118416612733,0.22513346955300126,-0.0714315112832565,highway,fog,1,dangerous,1,1,0,1
2025-11-15T21:37:26.597905,59.29107501938888,0.8412362076215927,0.1231844657608979,9.284002964552553,0.8312663372014814,0.08543421746862545,-0.069358743613681,city,fog,1,normal,0,0,0,0
2025-11-15T21:37:27.597905,42.42576387657068,0.0660455143798937,0.09281993971617362,6.2845624647812235,0.37201714509839157,0.1346361851702364,0.17706347594576738,city,clear,0,calm,0,0,0,0
2025-11-15T21:37:28.597905,61.16142563798867,0.6768625529727639,0.15698504621351997,1.8578217869837381,0.7504511522437982,0.2121569052736469,0.3166102486350554,rural,rain,0,normal,0,0,0,0
2025-11-15T21:37:29.597905,80.53802052034902,-0.08883468397854555,0.03746099521018527,8.090211603251959,0.8596501656385461,0.2030095372612096,0.8705462981309443,rural,rain,1,normal,0,0,0,0
2025-11-15T21:37:30.597905,121.41781021386333,3.135565640180599,0.8862005290479607,8.908347507834788,0.2793115287517581,0.25179384409865346,-0.05456504290751438,city,fog,0,dangerous,1,1,0,1
2025-11-15T21:37:31.597905,67.63181393259991,0.3573182260854483,0.1598248967263587,18.887951400041054,0.8070856348142235,0.2372520380749027,-0.22254317423793032,rural,rain,1,normal,0,0,0,0
2025-11-15T21:37:32.597905,47.64034067105283,0.5266851790902098,0.05321400095477314,1.4664686675758372,0.0007125964819777453,0.2359195497869352,-0.04607332634342734,highway,clear,1,normal,0,0,0,0
2025-11-15T21:37:33.597905,51.08229294790988,0.21367155197114415,0.017419982619709146,17.863664535951955,0.9437433156226078,-0.3050285173315215,0.13729086295388554,rural,fog,1,calm,0,0,0,0
2025-11-15T21:37:34.597905,96.76427070463224,2.852433334796224,0.3622437784701898,4.311581351198606,0.85349109528632,0.2731510388340243,-0.14005928141115526,city,fog,0,dangerous,0,1,0,1
2025-11-15T21:37:35.597905,94.98248146238578,1.120043751071235,0.23666769185657205,15.592725441686582,0.7834871976726688,-0.15217679086700905,0.2835723894109552,highway,fog,0,normal,0,0,0,0
2025-11-15T21:37:36.597905,60.610780985063165,0.509739578165344,0.0,2.0945955628024917,1.3868378044306358,-0.04153389312375616,0.1887638856292457,city,fog,0,normal,0,0,0,0
2025-11-15T21:37:37.597905,77.74634053429337,0.1365347642109585,0.142856957272584,14.447604040414436,0.21707134893400282,0.04948636972136794,-0.1495566363929699,highway,clear,0,normal,0,0,0,0
2025-11-15T21:37:38.597905,142.64822607863272,0.5698586220393673,0.4679866539909049,5.784443463716548,1.5088913023462809,-0.1871724302358879,0.33263275043099194,highway,clear,0,dangerous,0,0,0,1
2025-11-15T21:37:39.597905,70.10233061019586,0.10924567447602451,0.2054524169115925,6.19435817344082,0.07984818598884375,0.11396041699800379,0.022937280627647966,rural,clear,0,normal,0,0,0,0
2025-11-15T21:37:40.597905,101.70276017876873,2.029704539616837,0.796504204036338,2.4268929929610943,1.9931233622593865,-0.29041755990450036,0.06964298099288334,city,fog,0,dangerous,1,1,0,1
2025-11-15T21:37:41.597905,52.94158603242288,0.2842975603205098,0.01886502400897031,3.751266497856349,0.15489934573881703,-0.017872951388842304,0.26992041940420497,highway,fog,0,calm,0,0,0,0
2025-11-15T21:37:42.597905,73.57015485965047,0.2535452023696729,0.2579519850519901,6.8437971252596554,1.069003483187272,0.22592576838472245,-0.06579900218441445,rural,rain,0,normal,0,0,0,0
2025-11-15T21:37:43.597905,98.79637919606061,2.7472936051232617,0.7831110796300395,4.874590436215112,0.5821291683161474,0.355532979157685,-0.018314277767165987,rural,fog,0,dangerous,1,1,0,1
2025-11-15T21:37:44.597905,108.20646071755057,1.3382458780528848,0.345579699193195,11.59266111192314,1.0777914442916208,0.26270192720012775,0.36109576143086586,highway,fog,1,dangerous,0,0,0,0
2025-11-15T21:37:45.597905,70.21003841632759,0.9409764856474819,0.11276798920878528,6.9449981149306526,0.4088998619426208,0.11939919299854365,0.21903140508738272,rural,rain,0,normal,0,0,0,0
2025-11-15T21:37:46.597905,61.81779316766527,1.64619363784273,0.029277914220035756,2.285131676726393,1.3106776114500476,0.2583325387925872,0.22482396341043104,city,rain,0,aggressive,0,1,0,0
2025-11-15T21:37:47.597905,76.2834550926428,0.5938766135765426,0.04232947542170021,5.454827349162358,0.025986801941521864,0.29502394668355025,0.07058852369957228,city,fog,0,normal,0,0,0,0
2025-11-15T21:37:48.597905,45.87251401603744,0.10358424750410199,0.07064657271378122,1.6176526831761517,0.07555427689650196,0.14873744229838248,0.14899331422174455,rural,fog,0,calm,0,0,0,0
2025-11-15T21:37:49.597905,64.9305682462887,0.3644808471908386,0.17784599248291635,3.6885060489839443,0.4852246420635886,-0.04368884425048719,0.05731056965763055,city,rain,0,normal,0,0,0,0
2025-11-15T21:37:50.597905,73.10907565598005,1.337678108474776,0.2529191547842423,4.040368820219437,0.4866886544681178,-0.10050587292756177,0.09629737280152202,highway,fog,1,normal,0,0,0,0
2025-11-15T21:37:51.597905,67.11341361079862,0.7613592801690447,0.05073228677372124,8.116079085447033,1.5729172391018043,0.07824797030862848,0.1803423444197883,city,fog,1,normal,0,0,0,0
2025-11-15T21:37:52.597905,76.90143991711112,0.3993897640570818,0.17689109781725001,5.075554404690769,0.5683732689841822,-0.05460195677109331,0.10490203485178855,highway,rain,0,normal,0,0,0,0
2025-11-15T21:37:53.597905,52.48999145622725,0.6353430823385124,0.09796354130426035,17.919094745069337,0.03714329402163463,0.2744641273441356,0.13666840114767037,rural,rain,1,normal,0,0,0,0
2025-11-15T21:37:54.597905,91.89802933217672,0.19585085732242424,0.04923337893830687,1.403644127335867,0.9867270070168648,-0.005151004336152204,-0.05182653231073961,highway,fog,0,normal,0,0,0,0
2025-11-15T21:37:55.597905,71.50393786476208,0.7708779878885796,0.3751405007059063,10.702543029116303,0.09616744103631786,-0.0796829342696716,0.19838383430130116,rural,clear,0,normal,0,0,0,0
2025-11-15T21:37:56.597905,56.797667929793576,1.515729382927177,0.29153281448655444,2.184946087371771,0.6991941703636142,0.37077447483308257,0.07709203094947642,highway,clear,0,aggressive,0,1,0,0
2025-11-15T21:37:57.597905,56.18908155986731,-0.2783282976383101,0.02003124885231136,5.031462198309099,0.5328864156353195,0.00998690570415127,0.22456998646949977,rural,rain,0,normal,0,0,0,0
2025-11-15T21:37:58.597905,59.32379570617405,0.5288102574893532,0.16443547580542786,8.086633004352494,0.9981304146622227,-0.12492841836757385,-0.20682283414712446,highway,rain,0,normal,0,0,0,0
2025-11-15T21:37:59.597905,119.16515232847763,1.7658512095836734,0.21287836586086162,14.306911853135137,0.580972244005001,0.3358594368127653,0.1135036962820218,city,rain,0,dangerous,0,1,0,1
2025-11-15T21:38:00.597905,60.303739624409936,0.7266022527329614,0.03755179257604633,10.829425705726132,0.9517631647096032,0.37372631150646973,-0.0929846921160209,rural,clear,0,normal,0,0,0,0
2025-11-15T21:38:01.597905,123.72102919996878,3.058424486849588,0.07237815407306569,2.0995510759946505,0.9274625244320702,0.04611863311108845,0.24350845115919248,city,clear,1,dangerous,0,1,0,1
2025-11-15T21:38:02.597905,85.02357052096028,0.6370473902098875,0.34543386546855503,3.280608749289348,0.6923677075486081,0.08889046022067625,0.17681308978786148,city,rain,0,normal,0,0,0,1
2025-11-15T21:38:03.597905,49.836526259529535,-0.4202326300119629,0.045543998024360585,2.8268170030291193,0.9687707841810269,0.17331964921936965,-0.08797595726547106,city,rain,1,calm,0,0,0,0
2025-11-15T21:38:04.597905,99.72266165326613,0.9407864781110484,0.5811962708180484,10.73085392300743,0.19000823243488052,0.2008093031035689,-0.006051523674488163,highway,rain,1,aggressive,1,0,0,0
2025-11-15T21:38:05.597905,62.07127167737656,0.546484820022721,0.025770921309675107,1.6781041679169078,0.3385145248121939,0.4929450265832779,0.10705271039434573,rural,fog,1,normal,0,0,0,0
2025-11-15T21:38:06.597905,46.501372460037075,0.2641939732202666,0.04438359751545851,3.674182402800662,0.9299166900303977,0.25150154200946107,-0.006100229522105496,highway,clear,0,calm,0,0,0,0
2025-11-15T21:38:07.597905,64.2418175935532,0.46247415142417797,0.0,4.0911463731913145,1.4568119872111671,0.4289935427002568,0.05019279208872434,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:08.597905,52.88278481527883,0.29337504636306083,0.20394404042276187,11.71744946860746,0.41045768596346344,-0.09110808812008517,-0.22128926405151453,rural,rain,0,calm,0,0,0,0
2025-11-15T21:38:09.597905,51.017318179336115,-0.026905223585290988,0.0,1.1205626945448408,0.25708360253007645,0.43742832701451295,0.2763279513898901,rural,clear,0,calm,0,0,0,0
2025-11-15T21:38:10.597905,49.960136793416915,0.6439832416670077,0.05386841538238092,0.16770520796958177,1.56618685408876,0.20778200873693176,-0.10744923086529129,city,fog,0,normal,0,0,0,0
2025-11-15T21:38:11.597905,68.09661321916391,0.16219087330762139,0.0,10.557065285189848,1.8365916483290912,-0.17971351476382827,0.21259384733811418,rural,clear,0,normal,0,0,0,0
2025-11-15T21:38:12.597905,63.49357430878173,0.35643730811765195,0.0789127290913357,0.18394461807889595,0.5339651395613789,-0.06619002328220755,0.15409136515596777,highway,fog,1,normal,0,0,0,0
2025-11-15T21:38:13.597905,108.99523781101726,1.7610519531335902,0.32773090138752065,1.5393720165900033,1.0287738580780292,0.20018343752487616,-0.09551104895971022,city,fog,1,dangerous,0,1,0,1
2025-11-15T21:38:14.597905,70.99332305429226,0.9756935616858945,0.0,8.260161154279611,0.036163368737907375,0.21411973371863188,-0.05265183130850337,highway,clear,1,normal,0,0,0,0
2025-11-15T21:38:15.597905,51.95117899335481,-0.21377121894158135,0.15577019359936584,6.558335010328891,0.13302163757308594,0.2277184917554748,-0.23230401245379198,city,clear,1,calm,0,0,0,0
2025-11-15T21:38:16.597905,69.33920201352683,-0.005508099881228357,0.07177966706374089,5.284392027898484,0.10228935569876663,0.023088891154034924,0.30125856184288813,rural,clear,0,normal,0,0,0,0
2025-11-15T21:38:17.597905,64.23108130476851,1.0178460560325708,0.014435177441085828,8.178825067491697,1.5090980344605303,-0.39432890002545784,-0.05937905109409536,rural,rain,0,normal,0,0,0,0
2025-11-15T21:38:18.597905,121.5414425436108,1.7969546139570074,0.7113437620113926,1.3760888797050765,0.5606128512310299,0.06886455292158411,0.3335564123319615,city,clear,1,dangerous,1,1,0,1
2025-11-15T21:38:19.597905,72.54420843301213,0.7688013310376011,0.10057476406530391,2.0743626555650385,0.19720926852626536,0.1788904284756594,0.015803103835947407,highway,fog,1,normal,0,0,0,0
2025-11-15T21:38:20.597905,72.89774856896413,1.6377003993227195,0.25453496441180307,3.043858806992953,1.3408497455147614,0.018384925395689727,-0.30762490703557077,rural,fog,0,aggressive,0,1,0,0
2025-11-15T21:38:21.597905,59.91913689082596,-0.33539596051292786,0.10781838191504295,5.11051027513731,1.6735061185926978,0.16538547475283255,0.056179894238227154,rural,rain,0,normal,0,0,0,0
2025-11-15T21:38:22.597905,126.58811162366979,-0.21113530900788513,0.6706843674325698,9.625191163321801,0.535010372045889,0.32875080864138584,0.16769928149888283,city,rain,0,dangerous,1,0,0,1
2025-11-15T21:38:23.597905,93.77068129148797,2.006225492885028,0.967673214451099,6.091197530350971,0.6737544104102353,0.008127820091951177,-0.06996887389295836,rural,fog,0,dangerous,1,1,0,1
2025-11-15T21:38:24.597905,78.30335816544246,0.17195808704556637,0.1585879484663271,2.1340553194093,0.8352858780224743,0.16673242105738967,0.3075079888515798,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:25.597905,64.89983601145254,0.46506253235331435,0.03254835410612311,2.3342404395433305,0.7641103451313965,0.2513977233290704,-0.0844330648355251,rural,rain,1,normal,0,0,0,0
2025-11-15T21:38:26.597905,78.6960592010566,1.2778189294024753,0.19961218838684408,16.260774875348396,0.04165243937250107,-0.1489309406622834,-0.25574404978085574,city,clear,1,normal,0,0,0,0
2025-11-15T21:38:27.597905,122.44066467233775,2.0234925250832463,0.38610383227238626,6.679811757918921,0.28784233310886354,0.5891503959233653,0.1258442363950455,city,clear,1,dangerous,0,1,0,1
2025-11-15T21:38:28.597905,101.64092191907339,2.0806132991189537,0.5202523079341783,6.3433041456747885,0.05333211881171829,0.19429367142719917,0.47640489929500673,rural,rain,0,dangerous,1,1,0,1
2025-11-15T21:38:29.597905,120.18130069232467,2.7745493013115174,0.2721960808922037,0.937628921551485,0.4119491559302463,0.11114498245773893,0.31883830369418975,rural,fog,1,dangerous,0,1,0,1
2025-11-15T21:38:30.597905,53.07535370285181,1.3647751597303068,0.13103905217052125,2.43871358031548,0.20847306268211718,-0.2309713343731539,0.2646341167923829,city,clear,0,normal,0,0,0,0
2025-11-15T21:38:31.597905,70.73317967188405,-0.04498044987052696,0.0,2.985291804259231,1.668315067702575,0.048081729727279046,-0.20062859062362123,highway,fog,0,normal,0,0,0,0
2025-11-15T21:38:32.597905,67.54256935914056,0.46363821512616477,0.0,4.674230800893127,0.33834582885392545,0.2392412729626837,0.46979121898906906,city,rain,1,normal,0,0,0,0
2025-11-15T21:38:33.597905,116.89847544321637,1.2848890475561356,0.12336852281458244,20.44015881949916,0.5414529038101418,0.10278585838258925,0.09517498257799935,city,rain,0,dangerous,0,0,1,1
2025-11-15T21:38:34.597905,71.98084760767856,0.5278197940380287,0.08116055917437165,1.7188463525576472,0.47707271084880115,-0.008684954226753,-0.04256915653543286,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:35.597905,101.59645341537845,1.2960182260633157,0.7759982471456721,10.905818850358072,1.2640547963457232,0.3492170384995258,-0.3146780464816299,highway,fog,0,dangerous,1,0,0,0
2025-11-15T21:38:36.597905,103.14624811839303,1.6285591340042085,0.1777464915846536,0.3330998744547484,0.27740309182608014,0.4504540886847246,0.28713567862949224,city,clear,0,aggressive,0,1,0,1
2025-11-15T21:38:37.597905,119.07332642491238,2.077337651234588,0.11773705719569272,1.852878402321358,0.8425621928595426,-0.14442556177838908,0.24259968603447762,city,clear,1,dangerous,0,1,0,1
2025-11-15T21:38:38.597905,96.39511902762797,1.200143353960322,0.5777399920508729,7.665579868916239,0.24732368392664406,0.3318659606728496,-0.11621266551997947,highway,fog,0,aggressive,1,0,0,0
2025-11-15T21:38:39.597905,76.15935606944264,0.8965506289841918,0.11285442728232116,6.956798133452708,0.375779503469712,0.2848054038413802,0.0630195727114022,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:40.597905,92.1591546922144,2.3392073806695115,0.2239140773643102,3.4507677781813584,0.5896404214667326,0.22120199026912793,-0.15608587049925662,highway,clear,0,dangerous,0,1,0,0
2025-11-15T21:38:41.597905,126.32191272976547,-0.16554352630697777,0.8241140920725096,6.26610480321571,0.43230082169072537,-0.00898381736178995,0.1798272228704142,highway,rain,1,dangerous,1,0,0,1
2025-11-15T21:38:42.597905,99.43547946362727,2.382641505613217,0.42855691216550995,5.901810568771266,0.24547145145030091,0.08861087525578651,0.16156035377841185,city,clear,0,dangerous,0,1,0,1
2025-11-15T21:38:43.597905,52.89831607343375,-0.07409271105285653,0.23919169128272577,6.025192628767651,0.3712116645531246,0.10368678661307863,0.1695163410723342,highway,rain,1,calm,0,0,0,0
2025-11-15T21:38:44.597905,91.90360479535957,0.8773562196781498,0.4489613137744204,0.8702366656901921,0.7857769290001302,-0.24051672084756812,0.30583112746512875,highway,rain,1,normal,0,0,0,0
2025-11-15T21:38:45.597905,74.72597482413043,0.7280148671569378,0.2679229180734617,14.99284666677546,1.2100590455126912,-0.26817484626632904,-0.1559153933471403,rural,rain,0,normal,0,0,0,0
2025-11-15T21:38:46.597905,46.875907111521606,0.20782731506325014,0.07588295102345616,0.6455371210792062,0.6307367351339548,-0.051076586470664515,-0.022303560598389643,highway,clear,1,calm,0,0,0,0
2025-11-15T21:38:47.597905,42.96669451575889,-0.07696997383327125,0.0,0.8552395178639962,1.2375492576254876,-0.08987977776638861,0.6264764129674781,rural,rain,1,calm,0,0,0,0
2025-11-15T21:38:48.597905,107.39976851321333,1.6478688989558992,0.18541055495469663,9.201859276453948,0.09705352163355829,0.1244019629290723,0.6120169076537589,highway,rain,0,dangerous,0,1,0,0
2025-11-15T21:38:49.597905,69.03940100275351,1.174636663142838,0.0656188289848935,4.79006905701823,1.739560444944857,-0.02539341155755348,0.4624897115993858,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:50.597905,53.538759677277376,0.031259967231719726,0.08162038695277604,10.83532669776038,0.9352669735520375,-0.2140449439780913,-0.04542743516497372,highway,clear,0,calm,0,0,0,0
2025-11-15T21:38:51.597905,67.52481364448495,0.5627832854499768,0.22448065170608134,6.066206005599523,0.43474105109707084,0.17603957020119265,0.22211714905676463,city,fog,1,normal,0,0,0,0
2025-11-15T21:38:52.597905,75.5979044793104,1.1403903627773109,0.25007065854586846,7.755080475370621,0.45088400197894707,-0.23219218670319827,0.1859236438265172,rural,clear,1,normal,0,0,0,0
2025-11-15T21:38:53.597905,72.07687687163111,0.7357894185976868,0.0,1.4863392424495743,1.2372069973330324,0.092088969228669,0.23630013947452488,rural,rain,1,normal,0,0,0,0
2025-11-15T21:38:54.597905,70.28318376130461,0.6148780697478726,0.2625940567171197,1.9037316306957566,0.5672845438586883,0.007544942258991508,0.013100754513536886,highway,fog,0,normal,0,0,0,0
2025-11-15T21:38:55.597905,48.454139382656805,0.26664013149011384,0.026062568916826137,12.534536753441124,0.12622511155365268,0.06262567116772819,0.012053788345165017,rural,rain,0,calm,0,0,0,0
2025-11-15T21:38:56.597905,84.46977884353733,0.6982773882557873,0.2738213447362362,3.9133622382218327,0.6869351861084811,0.27792615912468743,0.11645679785508484,highway,rain,0,normal,0,0,0,0
2025-11-15T21:38:57.597905,80.65480375065351,0.3413557749498139,0.31912169282226954,18.793388741715503,0.24601300769223866,0.010899495719845637,0.3906768954235402,city,rain,1,normal,0,0,0,1
2025-11-15T21:38:58.597905,85.79572145730712,0.33856998642336583,0.09957758194849713,3.3092923468369566,0.4411153577239939,-0.08373038929683965,-0.10082815335041359,highway,fog,0,normal,0,0,0,0
2025-11-15T21:38:59.597905,62.32202434895871,0.5826575563066094,0.17810576790438248,14.30300295688446,0.19884782851715366,0.29686447969531676,0.05720223115489821,rural,clear,0,normal,0,0,0,0
2025-11-15T21:39:00.597905,69.50536290347567,0.9374097460833019,0.015273357412524169,7.294458477104303,0.6165165457491393,0.19849025280162982,0.15783372878156363,rural,fog,1,normal,0,0,0,0
2025-11-15T21:39:01.597905,62.276500699554475,0.008678004724605226,0.02345015224990912,1.261156841451414,0.11116601658782177,-0.02747742546130355,0.33780330622151034,city,fog,1,normal,0,0,0,0
2025-11-15T21:39:02.597905,84.20504247989855,0.31462685312526184,0.050117331227492554,7.828493338318425,0.11344386900332015,0.22658636355110218,0.14058460417025995,city,clear,0,normal,0,0,0,1
2025-11-15T21:39:03.597905,42.42127942501384,0.6642515603990184,0.13979388365477607,1.3232678570936827,0.2286089080448111,0.157173078144981,0.166891357997405,highway,fog,0,normal,0,0,0,0
2025-11-15T21:39:04.597905,76.5854427267283,1.605102269383175,0.12876633270071408,0.21021653276927754,0.46552345961016894,-0.04618600798838382,0.09337460542524059,rural,fog,0,aggressive,0,1,0,0
2025-11-15T21:39:05.597905,126.91836795276681,1.0859109607710629,0.45594698790972465,4.9014626235634875,1.3318752914136587,0.6053864851747244,-0.006173754584064134,highway,rain,1,dangerous,0,0,0,1
2025-11-15T21:39:06.597905,65.10560557481777,1.122080438534536,0.23182697875515734,16.0802439544162,0.9087497297281747,0.028141581842588095,0.21813096613846186,rural,fog,0,normal,0,0,0,0
2025-11-15T21:39:07.597905,116.63055370874362,2.156385744957891,0.5268185077768245,11.400048137534924,1.318506913311971,0.3764317982075055,0.22974197751792855,city,rain,0,dangerous,1,1,0,1
2025-11-15T21:39:08.597905,49.16440959841573,0.24401410592999687,0.11032544832541785,0.09838597407658334,0.7580713162110309,0.02133223753452787,0.1057489645869635,rural,fog,1,calm,0,0,0,0
2025-11-15T21:39:09.597905,56.39225931303649,0.257329720405971,0.05232182740780744,3.159136845879516,1.0223774962190544,0.22909683622821508,0.5326509446610921,city,clear,1,normal,0,0,0,0
2025-11-15T21:39:10.597905,48.461108825234994,0.2657450982991817,0.06246918418553776,14.464719678580845,0.43329312732913355,0.15580430515406785,0.22157930194330785,highway,fog,1,calm,0,0,0,0
2025-11-15T21:39:11.597905,113.73218246312716,1.5535663854494717,0.6582269978694922,11.441790499158632,0.2185607095877421,0.1265939348293752,-0.04002416298783465,highway,fog,1,dangerous,1,1,0,1
2025-11-15T21:39:12.597905,117.92569943387264,0.28145047617298014,0.26026953818210297,7.263271250387126,1.5958668204640383,0.08684994778540245,-0.011039905338639674,rural,rain,0,dangerous,0,0,0,1
2025-11-15T21:39:13.597905,128.21735604160887,0.3415888796670048,0.0,7.640086700319994,0.1485620429531722,-0.10424656342614266,0.24167128945987068,highway,rain,1,dangerous,0,0,0,1
2025-11-15T21:39:14.597905,103.65701070656799,1.0487370954106172,0.07992390033227642,10.234743969680867,0.9551408245710626,0.08016482724412342,0.46932739920953315,rural,rain,1,aggressive,0,0,0,1
2025-11-15T21:39:15.597905,59.29915233673847,-0.16276258546236944,0.06697103161425066,4.726483901867013,0.6703376145258843,0.05175278842873403,0.17041107930285937,highway,rain,0,normal,0,0,0,0
2025-11-15T21:39:16.597905,81.22690863714334,2.655011683258608,0.3794622054018578,11.703774989528766,0.7399077424643928,0.19135064383075678,0.21395345604644078,city,rain,1,dangerous,0,1,0,1
2025-11-15T21:39:17.597905,74.47708560017315,0.9213613799337719,0.30949830361589176,6.1791270182088205,0.9963026303119586,0.08205286114255467,0.38802344308989456,rural,clear,0,normal,0,0,0,0
2025-11-15T21:39:18.597905,46.61803848970365,0.7402821298732447,0.047992102467782835,3.5846506127082893,0.5896730904375524,-0.036210331494976156,0.26812870979774484,highway,fog,0,normal,0,0,0,0
2025-11-15T21:39:19.597905,90.21064031046413,1.1430532534281763,0.0,2.2861620845055395,1.1967155286402695,-0.21678056469714466,0.2520829312288595,city,rain,1,normal,0,0,0,1
2025-11-15T21:39:20.597905,77.85800158650832,0.8127287808924823,0.03396286282449444,4.713731863148121,0.49747822263660213,-0.13167293783850856,0.40067966035343017,highway,rain,0,normal,0,0,0,0
2025-11-15T21:39:21.597905,78.77362290575671,0.489517913085168,0.15322630067934367,6.2502968476853145,0.9292144078970033,0.050564523495880614,-0.036396849599559716,highway,rain,0,normal,0,0,0,0
2025-11-15T21:39:22.597905,84.97569985157627,1.275119765691236,0.8494216317123806,8.845057167602059,0.10017470715204224,0.21451655627123173,0.37987108731720043,rural,rain,1,dangerous,1,0,0,0
